,name,album,artist,id,popularity,length,danceability,acousticness,energy,instrumentalness,liveness,valence,loudness,speechiness,tempo,key,time_signature,track_genre_split,mood_Calm,mood_Energetic,mood_Happy,mood_Sad
915,Strong,If You Wait (Deluxe),London Grammar,spotify:track:2v1aJMvSWa5KLawWPDU6Pv,55,274806,0.486,0.729,0.419,3.04e-05,0.077,0.251,-10.465,0.0355,76.082,10.0,4.0,"['metropopolis', 'nottingham indie']",0.5074216,5.0479393e-05,0.026226351,0.46630147
917,The Prayer,Anthony Callea,Anthony Callea,spotify:track:2r9LMUnfsxtDqIZF8ByZ8n,36,255360,0.217,0.768,0.46,8.26e-06,0.0847,0.109,-5.133,0.0302,138.822,10.0,4.0,['australian pop'],0.09233643,0.0018678923,0.010580318,0.89521533
918,Let Me Love You,Let Me Love You,Mario,spotify:track:3ibKnFDaa3GhpPGlOUj7ff,77,256733,0.656,0.235,0.578,0.0,0.118,0.556,-8.97,0.0922,94.514,7.0,4.0,"['dance pop', 'r&b', 'southern hip hop', 'urban contemporary']",0.1908471,0.19960749,0.5667223,0.04282324
919,Dance with Me Tonight,In Case You Didn't Know,Olly Murs,spotify:track:1FSWSs9CL01RCYxXtm08Rf,73,202226,0.672,0.305,0.748,0.0,0.0811,0.964,-5.922,0.0589,163.984,11.0,4.0,"['dance pop', 'pop', 'talent show']",0.24676317,0.031288065,0.7060798,0.015869085
921,Nobody's Love,Nobody's Love,Maroon 5,spotify:track:3kwgqoBqTwoAH4nT29TYrq,14,211253,0.486,0.31,0.567,0.0,0.0949,0.154,-6.456,0.0379,93.68,1.0,4.0,['pop'],0.37932873,0.06834364,0.035833925,0.5164937
922,Love Grows (Where My Rosemary Goes) - Re-Recorded,One Hit Wonders (Re-Recorded Versions),Edison Lighthouse,spotify:track:6i1pTt7tsEmn0KTboxWZSV,41,153626,0.566,0.0064,0.668,0.0,0.228,0.639,-10.345,0.0299,117.724,9.0,4.0,[],0.13611938,0.0046664593,0.75006384,0.1091503
923,Better Together,In Between Dreams,Jack Johnson,spotify:track:2iXdwVdzA0KrI2Q0iZNJbX,78,207680,0.871,0.298,0.346,9.24e-06,0.108,0.659,-9.481,0.0522,110.054,5.0,4.0,['neo mellow'],0.20036237,0.026398832,0.75530773,0.017931173
924,Turtle Power,Lost Hits Of The 90's,Partners In Kryme,spotify:track:3dFAXD9FtN2gmoZToyoJl2,38,260560,0.622,0.119,0.627,0.0,0.185,0.55,-14.456,0.0441,105.937,9.0,4.0,[],0.5068253,0.0036823726,0.26631185,0.2231805
926,One More Night,Overexposed Track By Track,Maroon 5,spotify:track:6cpk00i5TxCqSeqNi2HuIe,80,219546,0.716,0.0558,0.821,0.0,0.0844,0.618,-3.435,0.0314,92.997,5.0,4.0,['pop'],0.023536475,0.7085591,0.2624858,0.0054185926
927,B with Me,Mis-Teeq,Mis-Teeq,spotify:track:2buH0cLzCW2DnMiapMQud5,23,268146,0.778,0.0263,0.728,5.28e-05,0.0952,0.917,-4.098,0.0448,102.046,8.0,4.0,"['girl group', 'uk garage']",0.02507694,0.39352307,0.5783419,0.0030580908
928,Quicksand - Standard Version,La Roux,La Roux,spotify:track:6hVPqxsb9EmuXJ3osbNGQa,0,185693,0.732,0.00339,0.897,2.44e-05,0.191,0.946,-3.454,0.04,137.03,10.0,4.0,"['alternative dance', 'electropop', 'neo-synthpop']",0.006429795,0.49696648,0.49483263,0.0017711024
929,But It's Better If You Do,A Fever You Can't Sweat Out,Panic! At The Disco,spotify:track:6cZSRZJfYKvNzUo8ZNUy81,56,205752,0.467,0.0617,0.848,0.0,0.29,0.674,-3.063,0.0716,170.036,9.0,4.0,['pop'],0.0074619083,0.295396,0.6764954,0.020646686
930,Tired Of Talking,Tired Of Talking,Rojdar,spotify:track:3chL2A33xvZKDPshfT0lnt,3,178477,0.769,0.0859,0.78,7e-06,0.044,0.84,-4.296,0.101,105.021,9.0,4.0,[],0.004602166,0.7401382,0.25504562,0.0002140805
931,good 4 u,good 4 u,Olivia Rodrigo,spotify:track:45rVezUW4TqYwQkD7kz6eF,5,178147,0.629,0.294,0.649,0.0,0.101,0.685,-5.021,0.119,83.387,9.0,4.0,['pop'],0.029453442,0.31537342,0.64469683,0.010476275
932,New Beginning,That's What I'm Talking About,Shannon Noll,spotify:track:5a9lkQECA4lBCFYa6MODea,23,240666,0.532,0.00931,0.696,0.000403,0.106,0.816,-4.998,0.0256,83.975,9.0,4.0,"['australian pop', 'australian rock']",0.26819298,0.03108718,0.5841532,0.11656657
933,Rock Your Body,Justified,Justin Timberlake,spotify:track:1AWQoqb9bSvzTjaLralEkT,80,267266,0.892,0.201,0.714,0.000234,0.0521,0.817,-6.055,0.141,100.972,4.0,4.0,"['dance pop', 'pop']",0.002724916,0.80838525,0.18883422,5.5562305e-05
934,Stay With Me,In The Lonely Hour,Sam Smith,spotify:track:5Db9VIdDsN5yu3Eu7CT0i4,2,172723,0.479,0.568,0.419,0.000217,0.11,0.186,-6.517,0.0389,85.014,0.0,4.0,"['pop', 'uk pop']",0.3793918,0.019882573,0.107476145,0.49324942
936,How to Save a Life,How To Save A Life,The Fray,spotify:track:5fVZC9GiM4e8vu99W0Xf6J,83,262533,0.64,0.269,0.743,0.0,0.101,0.361,-4.08,0.0379,122.035,10.0,4.0,"['neo mellow', 'piano rock', 'pop', 'pop rock']",0.039597083,0.65020174,0.20634396,0.10385716
937,Best of You,Greatest Hits,Foo Fighters,spotify:track:1sn6iOK93jnp0Hn5BnNOXy,61,254973,0.377,0.00092,0.942,8.88e-05,0.126,0.348,-4.543,0.07,129.955,1.0,4.0,"['alternative metal', 'alternative rock', 'modern rock', 'permanent wave', 'post-grunge', 'rock']",0.19154835,0.47242236,0.07850268,0.25752652
939,Enjoy the Silence - 2006 - Remaster,The Best Of Depeche Mode - Volume One,Depeche Mode,spotify:track:2oZGpVkUrvh7uDOgXwBliN,0,254853,0.65,0.0837,0.777,6.32e-05,0.103,0.75,-8.1,0.0272,112.93,0.0,4.0,"['dance rock', 'new romantic', 'new wave', 'permanent wave', 'rock', 'synthpop']",0.29560328,0.19962804,0.28562015,0.21914852
940,"More, More, More","More, More, More",Andrea True Connection,spotify:track:4hepyFFOO9I7oZCNn3T2sz,52,183007,0.663,0.517,0.792,0.000139,0.111,0.847,-5.476,0.0311,103.009,0.0,4.0,['disco'],0.32130745,0.15008126,0.3762593,0.15235204
941,The Ghost Inside,Broken Bells,Broken Bells,spotify:track:32fmQsWSAaDas2MJRyMSGG,64,198040,0.869,0.0571,0.7,0.414,0.0691,0.983,-4.966,0.0419,103.983,2.0,4.0,"['chamber pop', 'indie rock', 'indietronica', 'la indie', 'modern rock']",0.3266931,0.2542969,0.1827093,0.23630057
942,Unforgettable - Mariah Carey Acoustic Remix,Unforgettable (Mariah Carey Acoustic Remix),"French Montana, Mariah Carey, Swae Lee",spotify:track:3ESURCQuDWDui99W8IFdoN,35,244135,0.637,0.689,0.533,1.11e-06,0.107,0.661,-8.736,0.0324,102.989,11.0,4.0,"['hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap', 'dance pop', 'pop', 'urban contemporary', 'melodic rap', 'rap', 'trap']",0.7252052,0.00021009255,0.15213251,0.12245225
944,Brick by Boring Brick,Brand New Eyes,Paramore,spotify:track:6GPpocnUJbzMNMTJDLYCim,61,253946,0.436,9.56e-05,0.942,0.000438,0.209,0.5,-2.206,0.0496,164.975,9.0,4.0,"['candy pop', 'pixie', 'pop', 'pop emo', 'pop punk', 'rock']",0.011616236,0.4950273,0.3899521,0.10340432
945,Bigger Than Us,Ritual,White Lies,spotify:track:7g1p3Yq7ypZfhWsbqC5mgl,0,282973,0.322,0.000118,0.911,0.00144,0.0834,0.347,-5.269,0.0495,142.663,11.0,4.0,"['alternative dance', 'dance-punk', 'indie rock', 'modern rock', 'new rave']",0.18084154,0.30379948,0.062334403,0.45302454
946,Are You Gonna Be My Girl,Get Born,Jet,spotify:track:305WCRhhS10XUcH6AEwZk6,80,213800,0.613,0.00148,0.953,0.000582,0.152,0.537,-3.435,0.0855,105.046,2.0,4.0,"['garage rock', 'modern rock', 'pop rock']",0.008802287,0.7766673,0.2127591,0.0017712978
947,Hey Paula,Hey Paula,Paul & Paula,spotify:track:5I1T3D3uYdTQJCfon5xNtR,29,149237,0.478,0.838,0.336,0.00336,0.139,0.58,-11.145,0.0285,108.975,7.0,3.0,"['bubblegum pop', 'doo-wop', 'merseybeat', 'rock-and-roll']",0.45357662,0.00011543106,0.12045415,0.42585367
948,Drown (feat. Clinton Kane),Drown (feat. Clinton Kane),"Martin Garrix, Clinton Kane",spotify:track:4RVtBlHFKj51Ipvpfv5ER4,69,174062,0.573,0.212,0.739,0.0,0.175,0.363,-5.455,0.0581,120.077,9.0,4.0,"['dutch edm', 'edm', 'pop', 'pop dance', 'progressive house', 'alt z', 'gen z singer-songwriter']",0.025383227,0.40342098,0.53414494,0.03705082
950,Beautiful (feat. Camila Cabello),Beautiful (feat. Camila Cabello),"Bazzi, Camila Cabello",spotify:track:4VUwkH455At9kENOfzTqmF,75,180000,0.638,0.346,0.717,0.0,0.105,0.249,-4.722,0.0337,100.027,2.0,4.0,"['pop', 'dance pop', 'pop']",0.10427651,0.50585616,0.25104105,0.13882625
951,Denise,Denise,Randy & The Rainbows,spotify:track:2a2LbGyskxZrYuFDwu6Wf5,17,119980,0.532,0.632,0.797,0.0,0.0792,0.901,-10.162,0.0874,125.446,7.0,4.0,"['doo-wop', 'rhythm and blues']",0.24059077,0.0050190967,0.61406887,0.14032124
952,Whatever It Takes,Evolve,Imagine Dragons,spotify:track:7F3uo3304R2CTvOseU3H7u,0,201240,0.673,0.0428,0.667,0.0,0.127,0.536,-4.977,0.0312,134.938,1.0,4.0,"['modern rock', 'pop', 'rock']",0.057625245,0.5634368,0.36062646,0.018311532
953,Susie Darlin,Music Makes My Day (Remastered),Barry Crocker,spotify:track:6gMiDnZM996kOjcVXJbRK9,6,205973,0.53,0.171,0.516,2.36e-05,0.082,0.66,-9.192,0.0337,129.982,9.0,4.0,[],0.6012115,0.0011975352,0.23051101,0.16707997
955,Ugly Heart,Ugly Heart,G.R.L.,spotify:track:1Vv0MPcooEoQzVZYfKMgKW,71,199580,0.649,0.0167,0.79,0.0,0.255,0.458,-5.529,0.0482,124.993,9.0,4.0,"['girl group', 'post-teen pop', 'talent show']",0.00987089,0.54867595,0.43556884,0.005884292
956,She Wants To Move,Fly Or Die,N.E.R.D,spotify:track:4Vqd7MuPVrciqRS3EzhKWb,59,213786,0.766,0.00402,0.851,0.000744,0.256,0.8,-4.831,0.0786,115.012,5.0,4.0,"['hip hop', 'virginia hip hop']",0.005494578,0.7258981,0.26795244,0.0006549105
957,I'm Shakin',Blunderbuss,Jack White,spotify:track:07AjyDeE85pDr4Dj8BzgWB,56,180173,0.586,0.0142,0.781,0.00105,0.0673,0.755,-10.052,0.235,80.753,11.0,4.0,"['alternative rock', 'blues rock', 'garage rock', 'garage rock revival', 'indie rock', 'modern blues rock', 'modern rock', 'punk blues', 'rock']",0.0061807013,0.85679054,0.13688569,0.00014300972
958,All Loved Up,Love Monster,Amy Shark,spotify:track:6914ZWSnIGPlQkNgQldTmT,50,210000,0.565,0.0264,0.603,4.02e-05,0.0738,0.171,-6.33,0.177,177.996,9.0,4.0,['australian pop'],0.00085471384,0.74718976,0.25184104,0.00011457481
959,Breakeven,The Script,The Script,spotify:track:285hMzLhJwHVLe9QT9qilk,77,261426,0.63,0.144,0.696,0.0,0.0835,0.491,-4.501,0.0242,94.034,10.0,4.0,"['celtic rock', 'pop']",0.19630256,0.14320838,0.3936471,0.26684198
960,Nothing Really Matters,Nothing Really Matters,Mr. Probz,spotify:track:7fWSIddv6LJG8ZXJFNVQyi,0,222041,0.404,0.888,0.225,0.0,0.111,0.275,-8.829,0.0363,135.075,4.0,4.0,['pop dance'],0.36307546,0.00080958265,0.036651105,0.5994639
962,Seventeen Forever,Metro Station,Metro Station,spotify:track:1v0E30pA3wOBXuDxfsyOPa,47,174133,0.569,0.00172,0.793,0.00054,0.136,0.687,-5.041,0.0329,139.979,0.0,4.0,"['electropowerpop', 'neon pop punk', 'pixie', 'pop punk']",0.1447456,0.44251716,0.3642673,0.048469882
963,You & Me,You & Me,"Marc E. Bassy, G-Eazy",spotify:track:1bb2jMLU78mIQJ2r1GB7Rs,0,218480,0.692,0.0371,0.645,0.0,0.186,0.681,-8.375,0.178,85.022,1.0,4.0,"['indie pop rap', 'indie pop rap', 'oakland hip hop', 'pop rap', 'rap']",0.011237797,0.7086249,0.2795005,0.00063679786
964,EveryTime I Cry,EveryTime I Cry,Ava Max,spotify:track:0mV43B6pJWRjcM5TmzNe6d,67,177855,0.727,0.181,0.832,0.0,0.0615,0.213,-4.327,0.0366,127.035,9.0,4.0,['pop'],0.015821105,0.7912945,0.19130358,0.0015807607
965,Beautiful Sunday,Rewind the 70s - Volume 2,Daniel Boone,spotify:track:6DqNZJ4hhBYd8qj9WbpSTJ,56,182133,0.676,0.309,0.463,0.0,0.288,0.91,-13.155,0.0306,121.923,9.0,4.0,['classic uk pop'],0.29926205,0.00014456017,0.6358086,0.06478488
966,The Spartans,Sounds Incorporated,Sounds Incorporated,spotify:track:6G1NY8UMIomlev3yxbJkEA,5,130600,0.411,0.199,0.667,0.552,0.21,0.522,-8.88,0.0403,143.951,0.0,4.0,[],0.40023682,0.25665247,0.04591051,0.2972002
967,Raining In My Heart,The Definitive Collection,"Buddy Holly, The Crickets",spotify:track:42AYTFbt1sl7NJkeIH4iod,48,167866,0.674,0.87,0.113,0.000387,0.117,0.596,-19.916,0.0353,105.159,7.0,4.0,"['classic rock', 'folk rock', 'mellow gold', 'rock-and-roll', 'rockabilly', 'singer-songwriter', 'doo-wop', 'rock-and-roll', 'rockabilly']",0.6532209,7.758258e-08,0.0470757,0.2997033
968,"Never, Never Gonna Give Ya Up - Long Version",The Complete 20th Century Records Singles (1973-1979),Barry White,spotify:track:00FRRwuaJP9KimukvLQCOz,48,280280,0.583,0.113,0.798,0.0,0.0513,0.96,-9.716,0.0612,85.323,2.0,4.0,"['disco', 'quiet storm', 'soul']",0.44491196,0.04402582,0.34492895,0.16613324
969,Right On Track,Breakfast Club,Breakfast Club,spotify:track:5qsPpUhBHCOKNcHtTWJ9tt,0,256946,0.756,0.0605,0.837,5.28e-05,0.0264,0.94,-10.055,0.0322,116.985,1.0,4.0,[],0.16916955,0.20160203,0.5796242,0.049604237
970,When Julie Comes Around,Tracy - The Very Best Of The Cufflinks,The Cuff Links,spotify:track:0tX5zALVT9peeABGxl2yHX,0,167706,0.668,0.207,0.447,0.0,0.0815,0.874,-10.963,0.0374,119.317,9.0,4.0,[],0.6072203,0.00014390712,0.347933,0.044702724
973,Concrete And Clay,Surf & Mull & Sex & Fun: The Classic Recordings Of Mental As Anything,Mental As Anything,spotify:track:54tWzW3JZe9KsHSzYDQzUO,38,165275,0.56,0.0972,0.851,0.0,0.0682,0.862,-6.519,0.0414,92.652,2.0,4.0,['australian rock'],0.21684675,0.18262607,0.49918693,0.101340204
974,Circles,Birds Of Tokyo,Birds Of Tokyo,spotify:track:2TDFIFnPOd3LohJhd1acOl,36,260626,0.452,0.0115,0.718,0.00747,0.243,0.223,-7.595,0.0294,78.964,2.0,4.0,"['australian alternative rock', 'australian indie', 'australian pop', 'australian rock', 'perth indie']",0.18214774,0.10308469,0.064200975,0.6505667
976,Give Me Something,Thirty One,Jarryd James,spotify:track:5KwtMxjFSXoixWutWmxDee,35,191162,0.576,0.186,0.682,0.0,0.0977,0.885,-7.041,0.055,85.98,1.0,4.0,"['australian alternative pop', 'australian r&b']",0.23867841,0.088569,0.5506309,0.12212153
977,What To Do,What To Do,Rotimi,spotify:track:6WmiK2assqEPtmqDnn7Dxc,34,144004,0.728,0.281,0.467,0.0,0.103,0.339,-6.144,0.0581,99.914,5.0,4.0,['pop r&b'],0.0402657,0.2728718,0.66389626,0.022966243
978,Take Back The City,A Hundred Million Suns,Snow Patrol,spotify:track:4n9dNmFWPfr6VNJVO9fLWw,50,278306,0.525,0.00288,0.949,5.44e-06,0.117,0.334,-4.44,0.0579,130.115,8.0,4.0,"['irish rock', 'modern rock', 'neo mellow', 'permanent wave', 'pop rock']",0.03438262,0.80368954,0.13282166,0.02910611
979,Praise You - Radio Edit,Why Try Harder - The Greatest Hits,Fatboy Slim,spotify:track:2tn9zXqIZJbgL1swqwOktz,69,227973,0.622,0.0403,0.884,0.371,0.282,0.561,-6.715,0.0467,109.722,1.0,4.0,"['big beat', 'electronica']",0.34934413,0.26019967,0.1362575,0.25419864
980,Big World,LIFE,Conrad Sewell,spotify:track:3Zb7q3OoEbRJIl7cIgW1se,26,235706,0.629,0.0839,0.559,0.0,0.113,0.457,-5.184,0.0761,75.888,5.0,3.0,['australian pop'],0.3975292,0.021980641,0.38016528,0.2003247
982,Lush Life,So Good,Zara Larsson,spotify:track:1rIKgCH4H52lrvDcz50hS8,83,201122,0.694,0.132,0.712,0.0,0.211,0.799,-3.923,0.046,98.023,7.0,4.0,"['pop', 'scandipop', 'swedish electropop', 'swedish pop']",0.040940586,0.2739899,0.6698522,0.015217417
983,Regular Touch,Perennial,Vera Blue,spotify:track:0V1UrYfF9QmRwtpULzXQgw,0,208146,0.617,0.181,0.555,5.68e-06,0.111,0.462,-7.802,0.132,93.833,8.0,4.0,"['australian indie', 'australian pop']",0.039825033,0.6018006,0.3501907,0.00818359
985,Day 'N' Nite - Crookers Remix,Man On The Moon: The End Of Day (Int'l Version),"Kid Cudi, Crookers",spotify:track:34sGnIHB3ZthMvHpNX1i7e,70,281746,0.756,0.0326,0.705,0.0503,0.0552,0.962,-4.744,0.0462,129.993,11.0,4.0,"['hip hop', 'ohio hip hop', 'pop rap', 'rap', 'fidget house']",0.10002774,0.42181817,0.43285394,0.045300115
986,Sarah,"Black Fingernails, Red Wine",Eskimo Joe,spotify:track:53haw5BnbMjfQ7zLXK8OSN,44,209413,0.632,0.0337,0.846,8.61e-06,0.153,0.502,-4.03,0.0498,130.044,8.0,4.0,"['australian alternative rock', 'australian rock', 'perth indie']",0.012695027,0.68655455,0.2963119,0.00443844
988,Believe Me,Believe Me,Navos,spotify:track:44xO8889yUQHn70P73NILS,68,188260,0.629,0.129,0.876,1.39e-06,0.29,0.645,-5.572,0.0408,124.999,5.0,4.0,['uk dance'],0.0523798,0.4707618,0.4471966,0.029661758
989,One Night In Bangkok - Radio Edit / From “Chess” / Remastered 2016,One Night In Bangkok (Radio Edit / From “Chess” / Remastered 2016),Murray Head,spotify:track:1xgqGXZW1udHCjuwjeRDVO,66,193440,0.954,0.193,0.451,0.00295,0.0637,0.839,-9.124,0.108,108.842,2.0,4.0,['new wave pop'],0.009891705,0.5243663,0.4650076,0.000734418
990,Troglodyte (Cave Man),16 Slabs of Funk,The Jimmy Castor Bunch,spotify:track:0WA2iSMdmXP3mfu7pyEk4J,17,218000,0.806,0.00581,0.739,0.00498,0.124,0.877,-10.235,0.0857,133.465,5.0,4.0,['rare groove'],0.023584826,0.49961406,0.4748366,0.0019645593
991,Wild At Heart,Birds Of Tokyo,Birds Of Tokyo,spotify:track:4YTL3n9Ve19arkW5G5EBo6,41,240800,0.463,0.000258,0.916,1.58e-05,0.154,0.294,-5.464,0.0469,100.485,8.0,4.0,"['australian alternative rock', 'australian indie', 'australian pop', 'australian rock', 'perth indie']",0.0951027,0.54157114,0.10090613,0.26241997
992,Young at Heart,Restless,Amy Meredith,spotify:track:2YwPVkOzvq4N6xOCznpLoy,0,231053,0.493,0.001,0.848,3.21e-05,0.261,0.39,-3.628,0.0404,122.525,6.0,4.0,[],0.027970739,0.48789185,0.19477595,0.28936136
994,Creepin' (with The Weeknd & 21 Savage),HEROES & VILLAINS,"Metro Boomin, The Weeknd, 21 Savage",spotify:track:2dHHgzDwk4BJdRwy9uXhTO,95,221520,0.715,0.417,0.62,0.0,0.0822,0.172,-6.005,0.0484,97.95,1.0,4.0,"['hip hop', 'rap', 'canadian contemporary r&b', 'canadian pop', 'pop', 'atl hip hop', 'hip hop', 'rap', 'trap']",0.13314863,0.5567158,0.21795368,0.0921819
995,Dangerously,Nine Track Mind,Charlie Puth,spotify:track:3qonjOrhFCfTnaaMruHzxW,79,199133,0.696,0.364,0.517,0.0,0.197,0.23,-8.379,0.0366,112.291,2.0,3.0,"['pop', 'viral pop']",0.42739254,0.012689255,0.24671118,0.31320703
997,Walk Away,Walk Away,Matt Monro,spotify:track:7JURn7T7Tq3wszT0aEieBM,38,187186,0.125,0.786,0.43,0.000925,0.183,0.308,-11.373,0.0338,174.54,0.0,4.0,"['adult standards', 'easy listening']",0.36134908,0.004767485,0.08077199,0.55311155
998,Wildest Dreams,1989,Taylor Swift,spotify:track:59HjlYCeBsxdI0fcm3zglw,77,220440,0.554,0.0702,0.666,0.00593,0.106,0.472,-7.414,0.0747,140.056,8.0,4.0,['pop'],0.07118428,0.5311708,0.35983405,0.037810966
999,Music To My Heart,Music To My Heart,"Shab, Martinez Twins",spotify:track:5a3L9h9YfI96BMs4QaKJ67,10,176282,0.755,0.00773,0.796,0.00031,0.0502,0.509,-7.017,0.0505,116.877,4.0,4.0,['social media pop'],0.023206897,0.7057766,0.2689853,0.0020313158
1000,Weapon Of Choice (feat. Bootsy Collins) - Remastered Version,Why Try Harder - The Greatest Hits,"Fatboy Slim, Bootsy Collins",spotify:track:3qs3aHNUcqFGv7jMYJJCYa,56,219813,0.62,0.135,0.952,0.788,0.184,0.949,-4.452,0.0579,195.926,8.0,4.0,"['big beat', 'electronica', 'funk', 'p funk', 'soul']",0.40201712,0.25583047,0.043320756,0.2988317
1002,Tell Me,Lost Hits Of The 60's,Dick & Dee Dee,spotify:track:7BlWK6ZJN4oYqlUKZBz4q0,26,135906,0.44,0.729,0.408,2.48e-06,0.0881,0.479,-9.774,0.0271,102.095,7.0,3.0,"['doo-wop', 'rhythm and blues']",0.30768332,2.1405951e-05,0.20902333,0.4832719
1003,She's Like A Comet,Kosciuszko,Jebediah,spotify:track:0UZqLyiCqfEYNFQ9ioNC64,0,222893,0.463,7.58e-05,0.931,0.000867,0.138,0.585,-3.809,0.0436,145.013,6.0,4.0,"['aussie emo', 'australian alternative rock', 'australian rock', 'perth indie']",0.09604541,0.502138,0.30317953,0.09863703
1004,Bow Chicka Wow Wow,31 Minutes to Takeoff,Mike Posner,spotify:track:4BHWe17hBiYtvgBT2KTRv3,46,196320,0.614,0.408,0.648,0.0,0.0523,0.585,-5.454,0.0443,73.49,7.0,4.0,"['dance pop', 'pop', 'pop dance', 'pop rap']",0.4012371,0.013416946,0.4712669,0.11407901
1005,(Baby I've Got You) On My Mind,Footprints: The Best of Powderfinger 2001 - 2011,Powderfinger,spotify:track:14eMREyojdEm4nwEJn084p,0,201066,0.364,0.00123,0.973,0.000129,0.105,0.715,-3.063,0.0974,146.566,3.0,4.0,"['australian alternative rock', 'australian rock']",0.052447673,0.6253438,0.2885165,0.03369191
1006,Selfish,HILDA,Jessica Mauboy,spotify:track:7rFNG5N6QnhsTW2aQADMEG,31,206066,0.718,0.134,0.744,0.0,0.273,0.943,-4.535,0.234,99.609,6.0,4.0,"['australian indigenous', 'australian pop', 'australian talent show']",0.0004240725,0.7502717,0.24928725,1.709448e-05
1007,Daytrip to Bangor (Single Version) (Day Trip to Bangor - Didn't We Have a Lovely Time),Didn't We Have a Lovely Time. The Fiddler's Dram Anthology,Fiddler's Dram,spotify:track:4PMUMkCihkys0PKCKOgm9h,31,178466,0.703,0.831,0.384,0.0,0.192,0.942,-12.228,0.0527,135.111,9.0,4.0,[],0.56668985,4.467231e-05,0.3740509,0.05921457
1008,Rollover DJ,Get Born,Jet,spotify:track:3fyDzAD4eC4X8KcZFpD3zT,0,196600,0.488,0.000321,0.913,5.19e-06,0.0976,0.622,-3.789,0.0525,133.607,0.0,4.0,"['garage rock', 'modern rock', 'pop rock']",0.1270306,0.5475858,0.28279683,0.042586725
1009,This Heart Attack,Be The Twilight,Faker,spotify:track:2HwlvOkwACOGFySnp16b9l,52,227694,0.625,0.0201,0.813,0.0,0.146,0.733,-4.184,0.0428,122.017,1.0,4.0,"['australian alternative rock', 'australian indie']",0.057737917,0.589086,0.33012894,0.023047274
1010,Don't Wanna Know (feat. Kendrick Lamar),Red Pill Blues (Deluxe),"Maroon 5, Kendrick Lamar",spotify:track:2QbFClFyhMMtiurUjuQlAe,0,214265,0.775,0.341,0.617,0.0,0.0985,0.485,-6.166,0.0701,100.048,7.0,4.0,"['pop', 'conscious hip hop', 'hip hop', 'rap', 'west coast rap']",0.029460266,0.37128833,0.5914044,0.007847034
1011,Heaven,Our Version Of Events (Special Edition),Emeli Sandé,spotify:track:4oTIuUmpE2xdXrpon9lgfJ,43,251946,0.432,0.0345,0.954,0.0234,0.288,0.27,-3.102,0.184,106.6,8.0,1.0,"['r&b', 'talent show']",0.115513325,0.38796526,0.3970206,0.0995008
1012,Somethin' Stupid,Swing When You're Winning,"Robbie Williams, Nicole Kidman",spotify:track:4kSKacywUJHdhyst4PL6pl,69,170493,0.654,0.429,0.515,5.62e-06,0.174,0.677,-12.185,0.0261,106.191,0.0,4.0,"['dance rock', 'europop', 'hollywood']",0.4454254,0.0029058887,0.22037995,0.3312887
1013,Ridin' Solo,Jason Derulo (International),Jason Derulo,spotify:track:6OEolOOk9Gh9bqkdpfIOl0,71,215746,0.442,0.128,0.83,0.0,0.129,0.578,-4.02,0.146,89.338,9.0,4.0,"['dance pop', 'pop']",0.011583656,0.6918847,0.28754628,0.008985384
1014,The Orange and the Green,The Irish Rovers 50 Years - Vol. 1,The Irish Rovers,spotify:track:4xmDwXBgfWYoshkeEL5B0R,46,159013,0.789,0.637,0.684,2.01e-06,0.0312,0.965,-6.655,0.0368,117.007,3.0,4.0,"['canadian celtic', 'irish folk', 'irish pub song']",0.42213714,0.009374153,0.5390439,0.029444743
1015,Tennessee Flat Top Box - 1988 Version,Complete Mercury Albums 1986-1991,Johnny Cash,spotify:track:4VkF5uwPL3Exv3WEZeadWM,20,188733,0.656,0.268,0.66,0.00108,0.133,0.692,-10.4,0.0432,97.158,2.0,4.0,"['arkansas country', 'outlaw country', 'rock']",0.34928977,0.04685871,0.48434496,0.11950662
1016,"Sitting, Waiting, Wishing",In Between Dreams,Jack Johnson,spotify:track:1dnXuEuApvuVqQCn0v9McL,73,183720,0.766,0.229,0.547,1.5e-05,0.104,0.556,-7.25,0.0264,105.01,0.0,4.0,['neo mellow'],0.15995696,0.23101224,0.56020814,0.04882257
1018,My Hero,Greatest Hits,Foo Fighters,spotify:track:7u5dBtASrtOuBTTZjJrvuJ,60,258973,0.364,6.01e-05,0.925,0.000251,0.0603,0.301,-4.224,0.0659,153.981,4.0,4.0,"['alternative metal', 'alternative rock', 'modern rock', 'permanent wave', 'post-grunge', 'rock']",0.19398883,0.57806456,0.06218375,0.16576281
1019,We've Only Just Begun,Classic Carpenters,Dami Im,spotify:track:09cPQLDL1JH4Zz5ax1hd27,20,182586,0.303,0.427,0.653,0.0,0.126,0.176,-4.71,0.0397,173.909,11.0,4.0,"['australian pop', 'australian talent show', 'talent show']",0.035842374,0.011325875,0.46655425,0.48627752
1020,Bless My Soul,Fingerprints - The Best of Powderfinger 1994-2000,Powderfinger,spotify:track:1ru7HnyTXzFsY2rq7H2jzt,0,246320,0.135,4.82e-05,0.968,1.5e-05,0.284,0.275,-3.811,0.147,215.537,8.0,4.0,"['australian alternative rock', 'australian rock']",0.005976462,0.52323115,0.34942874,0.12136345
